entry_id,kanji,kana,meaning,part_of_speech,jlpt_level,example_sentence,example_reading,example_chinese,tags,notes,enriched_by,confidence
V0325,汗で,が,びっしょり で,noun,N4,す。,す。,びっしょり で,N4|noun,す。 上全都是汗 描述那種「濕透了、⽔ 分飽和到極限」的狀 態。當你觀測（観測） 到某樣東西（或是⼈） 被液體完全浸濕，甚⾄ 可以擰出⽔來時，就是 這個詞登場的時候了。 ぴったり ー 正合適 1. 尺⼨與空間：剛 好、吻合 2. 時間與數字：準 時、精確 3. 性格與氛圍：合 適、配對,teacher_agent,0.83
V0326,靴（くつ）は,この,私,noun,N2,靴（くつ）はについて勉強しています。,このについてべんきょうしています。,我正在學習關於私的內容。,N2|noun,（わたし）の  ⾜（あ,teacher_agent,0.7
V0327,,し）に,で,other,N5,す。,す。,で,N5|other,す。 完全吻合。 約束（やくそく）の  時 間（じかん）  ぴったり に  到着（とうちゃく） しました。 達了。 彼（かれ）に  ぴったり な  仕事（しごと）を ⾒（み）つけました。 他的⼯作。 描述的是⼀種「完全吻 合、剛好合適、嚴絲合 縫」的狀態。當你觀測 （觀測）到兩樣東西之 間沒有任何縫隙，或者 某個東西完全符合你的 需求時，就是這個詞登 場的最佳時機。,teacher_agent,0.82
V0328,暮らす,くらす,「過⽇⼦」、「居住、,noun,N4,暮らすについて勉強しています。,くらすについてべんきょうしています。,我正在學習關於「過⽇⼦」的內容。,N4|noun,⽣活」、「度⽇」 私は  今、家族と  台北,teacher_agent,0.79
V0329,暮らして,で,います。,noun,N2,台北⽣活 語法結構解剖 它通常描述的是⼀種⻑ 期、穩定的⽣活狀態。,台北⽣活 語法結構解剖 它通常描述的是⼀種⻑ 期、穩定的⽣活狀態。,います。,N2|noun,台北⽣活 語法結構解剖 它通常描述的是⼀種⻑ 期、穩定的⽣活狀態。 ⼀⼈（ひとり）で  暮 （く）らす：⼀個⼈⽣ 活（獨居）。 ⽥舎（いなか）で  暮 （く）らす：在鄉下⽣ 活。 楽（たの）しく  暮 （く）らす：快樂地過 ながめる 眺める 「遠眺」、「凝視」、 「注視」、「欣賞（⾵ 景）」 窓から  外の  景⾊を  眺,teacher_agent,0.85
V0330,好きです。,めるのが,→,noun,N2,我喜歡從窗⼾遠眺外⾯ 的景⾊。,我喜歡從窗⼾遠眺外⾯ 的景⾊。,→,N2|noun,我喜歡從窗⼾遠眺外⾯ 的景⾊。 語法結構解剖 它通常⽤於美景、街 景，或者是你陷⼊沉思 時盯著某物看的動作。 景⾊（けしき）を  眺 （なが）める：欣賞景 ⾊。 海（うみ）を  眺（な が）める：看海。 鏡（かがみ）を  眺（な が）める：照著鏡⼦ （端詳⾃⼰）。,teacher_agent,0.75
V0331,注ぐ,そそぐ,「注⼊」、「倒（液,noun,N4,要不要我幫您的 杯⼦倒點冰⽔呢？ 語法結構解剖 它常⽤於液體的流動， 或是抽象⼒量的集中。,要不要我幫您的 杯⼦倒點冰⽔呢？ 語法結構解剖 它常⽤於液體的流動， 或是抽象⼒量的集中。,「注⼊」、「倒（液,N4|noun,體）」、「傾注（情 感、⼒量）」、「（河 流）注⼊」 コップに  冷（つめ）た （そそ）ぎましょう か？ → 要不要我幫您的 杯⼦倒點冰⽔呢？ 語法結構解剖 它常⽤於液體的流動， 或是抽象⼒量的集中。 お茶（ちゃ）を  注（そ そ）ぐ：倒茶。 愛情（あいじょう）を 注（そそ）ぐ：傾注愛 情。 ⼒（ちから）を  注（そ そ）ぐ：致⼒於、投⼊ ⼒量。 川（かわ）が  海（う み）に  注（そそ）ぐ： 河流注⼊⼤海。 はかる 測る 「測量（⻑寬⾼、距 離、深度、⼟地⾯ 積）」 家具を  買う  前に、部 屋の  隅々まで  広さを 測りました。 → 買家具 之前，我測量了房間每 個⾓落的寬度。,teacher_agent,0.83
V0332,炊く,たく,「煮（飯）」、「炊,noun,N4,炊くについて勉強しています。,たくについてべんきょうしています。,我正在學習關於「煮（飯）」的內容。,N4|noun,（飯）」 ⼣飯（ゆうはん）の  前 に、新しい  お⽶を  炊,teacher_agent,0.79
V0333,,いて,→ 在晚,other,N5,餐前，我已經先煮好新 ⽶了 專⾨⽤於將穀物（特別 是⽶）加⼊適量的⽔， 透過加熱使其熟透且⽔ 分完全被吸收的過程。,餐前，我已經先煮好新 ⽶了 專⾨⽤於將穀物（特別 是⽶）加⼊適量的⽔， 透過加熱使其熟透且⽔ 分完全被吸收的過程。,→ 在晚,N5|other,餐前，我已經先煮好新 ⽶了 專⾨⽤於將穀物（特別 是⽶）加⼊適量的⽔， 透過加熱使其熟透且⽔ 分完全被吸收的過程。 御飯（ごはん）を  炊 （た）く：煮飯。 ⽶（こめ）を  炊（た） く：炊⽶。 炊（た）きたて：剛煮 好的（飯）。 炊（た）く  ：⽬標是 「⽔分被吸乾」。例如： 煮飯、煮紅⾖。 煮（に）る：⽬標是 「在湯汁中加熱」。例 如：煮湯、燉⾁、煮⽕ 鍋（湯汁會留著）。,teacher_agent,0.92
V0334,挟む,はさむ,「夾」、「夾⼊」、「插,noun,N4,挟むについて勉強しています。,はさむについてべんきょうしています。,我正在學習關於「夾」的內容。,N4|noun,⼊（兩物之間）」 ⼤事な  領収書（りょう しゅうしょ）を、⼿帳 （てちょう）の  隅々ま,teacher_agent,0.79
V0335,探して、やっと,で,ペ,noun,N2,探して、やっとについて勉強しています。,でについてべんきょうしています。,我正在學習關於ペ的內容。,N2|noun,,teacher_agent,0.7
V0336,挟まって,ージに,いる,noun,N2,挟まってについて勉強しています。,ージにについてべんきょうしています。,我正在學習關於いる的內容。,N2|noun,,teacher_agent,0.8
V0337,,のを,→,other,N5,我找遍了⼿帳的每個⾓ 落，終於發現重要的收 據被夾在⾴⾯裡。,我找遍了⼿帳的每個⾓ 落，終於發現重要的收 據被夾在⾴⾯裡。,→,N5|other,我找遍了⼿帳的每個⾓ 落，終於發現重要的收 據被夾在⾴⾯裡。 栞（しおり）を  本（ほ ん）に  挟（はさ）む： 把書籤夾進書裡。,teacher_agent,0.82
V0338,,パンに,挟（は,other,N5,さ）む：在麵包裡夾⽕ 腿（做三明治）。,さ）む：在麵包裡夾⽕ 腿（做三明治）。,挟（は,N5|other,さ）む：在麵包裡夾⽕ 腿（做三明治）。 箸（はし）で  ⾖（ま め）を  挟（はさ）む： ⽤筷⼦夾⾖⼦。 すごす 過ごす 「度過（時間）」、 「過（節⽇、假 期）」、「⽣活（在某 種狀態下）」 週末（しゅうまつ）を 家族（かぞく）と  過 （す）ごす：和家⼈度 過週末。 夏休（なつやす）みを 海（うみ）で  過（す） ごす：在海邊度過暑 假。 ⼀⼈（ひとり）で  過 （す）ごす：獨⾃度 さぼる サボる 1. 翹課、曠⼯：偷懶 不去 2. 摸⿂、偷懶：⼯ 作不認真 今⽇は  学校を  サボり ました。 仕事を  サボって 遊戲,teacher_agent,0.92
V0339,,を,います。,other,N5,をについて勉強しています。,をについてべんきょうしています。,我正在學習關於います。的內容。,N5|other,,teacher_agent,0.88
V0340,⾏き先,いきさき,「⽬的地」、「去,noun,N4,向」、「前進的⽅向」 1. 物理上的⽬的地 確認する。,向」、「前進的⽅向」 1. 物理上的⽬的地 確認する。,「⽬的地」、「去,N4|noun,向」、「前進的⽅向」 1. 物理上的⽬的地 確認する。 → 確認公⾞ 的⽬的地 2. ⼈的去向,teacher_agent,0.83
V0341,⾏き先,の,は  誰（だ,noun,N4,⾏き先について勉強しています。,のについてべんきょうしています。,我正在學習關於は  誰（だ的內容。,N4|noun,,teacher_agent,0.79
V0342,知らない。,れ）も,→ 誰,noun,N2,知らない。について勉強しています。,れ）もについてべんきょうしています。,我正在學習關於→ 誰的內容。,N2|noun,都不知道他的去向。,teacher_agent,0.8
V0343,宛先,あてさき,「收件地址」、「收件,noun,N4,⼈資訊」 宛先を  書いて  くださ い。,⼈資訊」 宛先を  書いて  くださ い。,「收件地址」、「收件,N4|noun,⼈資訊」 宛先を  書いて  くださ い。 → 請寫下收件資訊,teacher_agent,0.83
V0344,仕舞います,しまいます,「收起、存放」、「結,noun,N2,仕舞いますについて勉強しています。,しまいますについてべんきょうしています。,我正在學習關於「收起的內容。,N2|noun,束、完結」 冬が  終わったので、コ,teacher_agent,0.8
V0345,隅々まで,ートを,綺麗,noun,N2,隅々までについて勉強しています。,ートをについてべんきょうしています。,我正在學習關於綺麗的內容。,N2|noun,,teacher_agent,0.8
V0346,,に,仕舞（いまし,other,N5,た。,た。,仕舞（いまし,N5|other,た。 → 冬天結束了，所 以我把外套的每個⾓落 都弄乾淨後收起來了 「把原本在外⾯使⽤的 東西，放回它應該待的 位置（收起來）」，或是 「結束某個動作」。 道具（どうぐ）を  仕舞 （しま）う：把⼯具收 起來。 お⾦（かね）を  財布 （さいふ）に  仕舞（し ま）う：把錢放進錢包 裡。 店（みせ）を  仕舞（し ま）う：收攤、結束營 業（今天的⼯作做完 了）。 〜てしまう  的陷阱 「〜てしまう」，這是⼀ 個⾮常容易搞混的點： 動詞（單獨使⽤）：仕舞,teacher_agent,0.92
V0347,,う,把東西收好。,other,N5,うについて勉強しています。,うについてべんきょうしています。,我正在學習關於把東西收好。的內容。,N5|other,てしまう →事情做完 了，或是發⽣了不⼩ ⼼、遺憾的事。 (吃完了  / 不⼩⼼吃掉 了。 ),teacher_agent,0.88
V0348,,ドライブ,「開⾞兜⾵」、「駕⾞,noun,N3,ドライブについて勉強しています。,ドライブについてべんきょうしています。,我正在學習關於「開⾞兜⾵」的內容。,N3|noun|外来語,旅遊」,teacher_agent,0.82
V0349,登⼭,とざん,登⼭,noun,N4,登⼭について勉強しています。,とざんについてべんきょうしています。,我正在學習關於登⼭的內容。,N4|noun,天気が  いいので、海ま,teacher_agent,0.79
V0350,,で,⾏きた,other,N5,很好，所以我想開⾞去 海邊兜⾵。,很好，所以我想開⾞去 海邊兜⾵。,⾏きた,N5|other,很好，所以我想開⾞去 海邊兜⾵。 1. 以「玩樂」為⽬的的 駕駛 如果是為了⼯作開⾞， 通常說「運転（うんて ん）」；如果是為了散 ⼼、約會，就會⽤「ド ライブ」。,teacher_agent,0.92
V0351,宿泊,しゅくはく,「住宿」、「投宿」、,noun,N4,「在旅店過夜」 今回の  旅⾏では、海の 近くの  旅館に  宿泊す る  予定です。,「在旅店過夜」 今回の  旅⾏では、海の 近くの  旅館に  宿泊す る  予定です。,「住宿」、「投宿」、,N4|noun,「在旅店過夜」 今回の  旅⾏では、海の 近くの  旅館に  宿泊す る  予定です。,teacher_agent,0.83
V0352,外⾷,がいしょく,外⾷,noun,N4,外⾷について勉強しています。,がいしょくについてべんきょうしています。,我正在學習關於外⾷的內容。,N4|noun,,teacher_agent,0.79
V0353,演奏,えんそう,演奏,noun,N4,演奏について勉強しています。,えんそうについてべんきょうしています。,我正在學習關於演奏的內容。,N4|noun,,teacher_agent,0.79
V0354,握⼿,あくしゅ,握⼿,noun,N4,おさめる 納める 「繳納（稅⾦、學 費）」 「供應（貨物）」 「收納（放回原 位）」 「結束」 期限（きげん）までに 税⾦（ぜいきん）を  納 めなければ  なりませ ん。,おさめる 納める 「繳納（稅⾦、學 費）」 「供應（貨物）」 「收納（放回原 位）」 「結束」 期限（きげん）までに 税⾦（ぜいきん）を  納 めなければ  なりませ ん。,握⼿,N4|noun,おさめる 納める 「繳納（稅⾦、學 費）」 「供應（貨物）」 「收納（放回原 位）」 「結束」 期限（きげん）までに 税⾦（ぜいきん）を  納 めなければ  なりませ ん。 →  必須在期限之 前繳納稅⾦ 1. 履⾏社會義務（最常 ⽤） 是⼀個⼈作為社會⼀份 ⼦，必須「繳回」國家 的東西。 税⾦（ぜいきん）を  納 （おさ）める：繳稅。 授業料（じゅぎょうり ょう）を  納（おさ）め る：繳學費。 2. 商業上的交貨指將商 品交給買⽅或特定的機 構。 注⽂（ちゅうもん）の 品（しな）を  納（お さ）める：交貨（交付 訂購的物品）。 3. 收納與結束這個⽤法 和「仕舞う」有點像， 但「納める」多了⼀種 「正式收藏」或「完美 結束」的莊重感。 成功（せいこう）を  納 （おさ）める：取得成 功（把成功納⼊掌中）。 仕事（しごと）を  納 （おさ）める：結束⼀ 年的⼯作（如「仕事納 め」）。 わりこむ 割り込む 「插隊」 「插嘴」 「強⾏進⼊」 「擠進去」 列（れつ）に  割り込む のは、とても  失礼な ⾏為（こうい）です。 ⾏為。 1. 物理上的插隊最常⽤ 在排隊或交通流量中。 列（れつ）に  割り込 む：插隊。 前（まえ）の  ⾞（くる ま）の  間（あいだ）に 割り込む：超⾞鑽進前 ⾞的間隙。 2. 對話的插斷當別⼈在 講話時，突然加⼊⾃⼰ 的意⾒。 話（はなし）に  割り込 む：插嘴。 つめこむ 詰め込む 「塞進去」 「填滿」 「擠進」 「死記硬背」 今⽇は  予定を  詰め込,teacher_agent,0.83
V0355,すぎて、休む,み,時間,noun,N2,排得太滿了，完全沒有 休息的時間。,排得太滿了，完全沒有 休息的時間。,時間,N2|noun,排得太滿了，完全沒有 休息的時間。 1. 物理上的塞滿 形容把⾏李、貨物或是 ⼈，塞進箱⼦或空間 裡。 るい）を  詰め込む。 （把⾐服塞進包包 裡。） 2. 知識的灌輸（死記） 形容在短時間內，將⼤ 量的資訊強⾏塞進腦袋 裡。 前（まえ）に  知識（ち しき）を  詰め込む。 （考試前死記硬背知 識。）,teacher_agent,0.85
V0356,落ち込む,おちこむ,沮喪 / 情緒低落,noun,N2,落ち込むについて勉強しています。,おちこむについてべんきょうしています。,我正在學習關於沮喪 / 情緒低落的內容。,N2|noun,,teacher_agent,0.8
V0357,,じっとする,保持不動 / 安靜不動,verb,N4,私は毎日じっとする。,わたしはまいにちじっとする。,我每天保持不動 / 安靜不動。,N4|verb,,teacher_agent,0.79
V0358,,いらいら,著急 / 焦躁,other,N4,いらいらについて勉強しています。,いらいらについてべんきょうしています。,我正在學習關於著急 / 焦躁的內容。,N4|other,,teacher_agent,0.79
V0359,,レンタル,「租賃」、「租⽤（付,noun,N3,レンタルについて勉強しています。,レンタルについてべんきょうしています。,我正在學習關於「租賃」的內容。,N3|noun|外来語,費的）」 ⾏き先（いきさき）が 遠い  ので、現地（げん,teacher_agent,0.82
V0360,⾃転⾞を,ち）で,レン,noun,N2,⾃転⾞をについて勉強しています。,ち）でについてべんきょうしています。,我正在學習關於レン的內容。,N2|noun,,teacher_agent,0.8
V0361,,タル,予定です。,noun,N5,預計在當地租腳踏⾞ 常⽤搭配： レンタルショップ：租 借店（如租⾞、租 DVD ）。,預計在當地租腳踏⾞ 常⽤搭配： レンタルショップ：租 借店（如租⾞、租 DVD ）。,予定です。,N5|noun|外来語,預計在當地租腳踏⾞ 常⽤搭配： レンタルショップ：租 借店（如租⾞、租 DVD ）。 レンタルカー（レンタ カー）：出租汽⾞。 レンタル  Wi-Fi：租借 式  Wi-Fi 。,teacher_agent,0.92
V0362,消費,しょうひ,消費,noun,N4,消費について勉強しています。,しょうひについてべんきょうしています。,我正在學習關於消費的內容。,N4|noun,,teacher_agent,0.79
V0363,交換,こうかん,交換,noun,N4,交換について勉強しています。,こうかんについてべんきょうしています。,我正在學習關於交換的內容。,N4|noun,,teacher_agent,0.79
V0364,,ストップ,「停⽌」、「中⽌」、,noun,N3,ストップについて勉強しています。,ストップについてべんきょうしています。,我正在學習關於「停⽌」的內容。,N3|noun|外来語,「攔阻」 ⾷べ過ぎは  健康に  良 くないので、ここで  ス,teacher_agent,0.82
V0365,,トップ,おきま,noun,N5,す。,す。,おきま,N5|noun|外来語,す。 →  因為吃太多對 健康不好，所以我在這 裡就先停住了 〜ておきます：「事先 做好（某種準備 / 狀 態）」 常⽤搭配： ストップを  かける：阻 ⽌某事進⾏（踩煞⾞）。 ストップウォッチ：碼 表（計時器）。 ノンストップ：直達、 不停。,teacher_agent,0.92
V0366,飲⾷,いんしょく,飲⾷,noun,N4,飲⾷について勉強しています。,いんしょくについてべんきょうしています。,我正在學習關於飲⾷的內容。,N4|noun,,teacher_agent,0.79
V0367,試⾷,ししょく,試⾷,noun,N4,試⾷について勉強しています。,ししょくについてべんきょうしています。,我正在學習關於試⾷的內容。,N4|noun,,teacher_agent,0.79
V0368,冷凍,れいとう,冷凍,noun,N4,冷凍について勉強しています。,れいとうについてべんきょうしています。,我正在學習關於冷凍的內容。,N4|noun,鮮膜」 御飯（ごはん）を  炊,teacher_agent,0.79
V0369,,（た）き,んで,other,N4,す。,す。,んで,N4|other,す。だから、⼀⾷分 （いっしょくぶん）ず つ）んで  仕舞（しま）,teacher_agent,0.83
V0370,,いました,因為飯煮,other,N4,太多了。,太多了。,因為飯煮,N4|other,太多了。所以我⼀份⼀ 份地⽤保鮮膜包起來收 好了 アクセス ー 「交通便利度」、「進 ⼊ / 存取（網路）」、 「連結」 ⾏き先を  決める  時、,teacher_agent,0.83
V0371,,アクセス,良さを  第,noun,N3,決定 ⽬的地時，我會⾸要考 慮交通的便利性 常⽤搭配： アクセスがいい：交通 很⽅便。,決定 ⽬的地時，我會⾸要考 慮交通的便利性 常⽤搭配： アクセスがいい：交通 很⽅便。,良さを  第,N3|noun|外来語,⼀に  考えます →  決定 ⽬的地時，我會⾸要考 慮交通的便利性 常⽤搭配： アクセスがいい：交通 很⽅便。 アクセスが悪い：交通 很不⽅便（偏僻）。 サイトにアクセスす る：進⼊網站。,teacher_agent,0.86
V0372,停電,ていでん,停電,noun,N4,停電について勉強しています。,ていでんについてべんきょうしています。,我正在學習關於停電的內容。,N4|noun,,teacher_agent,0.79
V0373,労働,ろうどう,「勞動」、「⼯作」、,noun,N4,労働について勉強しています。,ろうどうについてべんきょうしています。,我正在學習關於「勞動」的內容。,N4|noun,「勞務」 法律（ほうりつ）で 決められた  労働時間を 守らなければ  なりませ,teacher_agent,0.79
V0374,,ん,必須遵守法律,other,N5,規定的勞動時間 常⽤搭配： 労働時間（ろうどうじ かん）：勞動時間。,規定的勞動時間 常⽤搭配： 労働時間（ろうどうじ かん）：勞動時間。,必須遵守法律,N5|other,規定的勞動時間 常⽤搭配： 労働時間（ろうどうじ かん）：勞動時間。 労働者（ろうどうし ゃ）：勞動者（受雇的 ⼈）。 重労働（じゅうろうど う）：重體⼒勞動。,teacher_agent,0.92
V0375,徹夜,てつや,「熬通宵」、「徹夜」,noun,N4,徹夜について勉強しています。,てつやについてべんきょうしています。,我正在學習關於「熬通宵」的內容。,N4|noun,,teacher_agent,0.79
V0376,仕事が,あまりに,多い,noun,N4,ので、昨⽇は  徹夜に なって  しまいました 了，昨天結果變成了通 宵 常⽤⽤法： 徹夜する：熬通宵（動 詞化）。,ので、昨⽇は  徹夜に なって  しまいました 了，昨天結果變成了通 宵 常⽤⽤法： 徹夜する：熬通宵（動 詞化）。,多い,N4|noun,ので、昨⽇は  徹夜に なって  しまいました 了，昨天結果變成了通 宵 常⽤⽤法： 徹夜する：熬通宵（動 詞化）。 徹夜で  勉強する：徹夜 讀書。 徹夜明け（あけ）：熬夜 剛結束的隔天早上。,teacher_agent,0.83
V0377,⾏動,こうどう,⾏動,noun,N4,⾏動について勉強しています。,こうどうについてべんきょうしています。,我正在學習關於⾏動的內容。,N4|noun,,teacher_agent,0.79
V0378,訪問,ほうもん,「訪問」、「拜訪」、,noun,N4,訪問について勉強しています。,ほうもんについてべんきょうしています。,我正在學習關於「訪問」的內容。,N4|noun,「參觀（正式）」 今回の  旅⾏で、⽇本の ⼤学を  訪問する  こと 這次的旅⾏中，決定要 去訪問⽇本的⼤學,teacher_agent,0.79
V0379,役⽬,やくめ,「職責」、「任務」、,noun,N4,役⽬について勉強しています。,やくめについてべんきょうしています。,我正在學習關於「職責」的內容。,N4|noun,「作⽤」、「本分」 私の  役⽬は、お客様を 安全に  ⾏き先（いきさ,teacher_agent,0.79
V0380,送る,き）まで,ことで,noun,N4,全地將顧客送往⽬的地 常⽤⽤法： 役⽬を  果（は）たす： 履⾏職責、完成任務。,全地將顧客送往⽬的地 常⽤⽤法： 役⽬を  果（は）たす： 履⾏職責、完成任務。,ことで,N4|noun,全地將顧客送往⽬的地 常⽤⽤法： 役⽬を  果（は）たす： 履⾏職責、完成任務。 役⽬を  終（お）える： 完成使命（功成⾝退）。 きんむ 勤務 「勤務」、「執勤」、 「上班（指受僱狀 態）」 私の  勤務時間は、朝九 時から  ⼣⽅（ゆうが た）六時まで  です  → 我的執勤時間是從早上 九點到傍晚六點 常⽤搭配： 勤務（きんむ）時間 （じかん）：上班時間、 執勤時間。 勤務（きんむ）地 （ち）：⼯作地點。 夜間（やかん）勤務： ⼤夜班。,teacher_agent,0.83
V0381,,いきいき,活潑、⽣動,other,N4,いきいきについて勉強しています。,いきいきについてべんきょうしています。,我正在學習關於活潑的內容。,N4|other,,teacher_agent,0.79
V0382,,うとうと,迷迷糊糊、似睡⾮睡,other,N4,うとうとについて勉強しています。,うとうとについてべんきょうしています。,我正在學習關於迷迷糊糊的內容。,N4|other,,teacher_agent,0.79
V0383,引き受ける,ひきうける,承擔、承接、接受,verb,N2,私は毎日引き受ける。,わたしはまいにちひきうける。,我每天承擔。,N2|verb,來 なかなか ー 「怎麼也 …… 不」、 「遲遲不 …… 」、 「頗、相當、很」,teacher_agent,0.8
V0384,,バス,なかなか  来,noun,N5,（こ）ない。,（こ）ない。,なかなか  来,N5|noun|外来語,（こ）ない。 →公⾞怎 麼也不來。 この  料理（りょうり）,teacher_agent,0.92
V0385,,は,美味（お,other,N5,はについて勉強しています。,はについてべんきょうしています。,我正在學習關於美味（お的內容。,N5|other,,teacher_agent,0.88
V0386,,いしい）い,→,i_adjective,N4,今日はいしい）い。,きょうはいしい）い。,今天很→。,N4|i_adjective,這道料理相當好吃。 否定形 ] 詞 / 副詞 ],teacher_agent,0.69
V0387,配達,はいたつ,「送貨」、「配送（實,noun,N4,配達について勉強しています。,はいたつについてべんきょうしています。,我正在學習關於「送貨」的內容。,N4|noun,體物品）」 使⽤範圍：指郵差送報 紙、快遞送包裹、外送 員送餐點等看得⾒、摸 得著的實體物。,teacher_agent,0.79
V0388,応募,おうぼ,「應徵」、「報名」、,noun,N4,「投考」 1. 找⼯作 這是最常⾒的場合。,「投考」 1. 找⼯作 這是最常⾒的場合。,「應徵」、「報名」、,N4|noun,「投考」 1. 找⼯作 這是最常⾒的場合。看 到徵⼈廣告後投遞履 歷。 仕事（しごと）に  応募 しました。（應徵了新的 ⼯作。） 2. 參加活動或 抽獎例：プレゼント  企 画（きかく）に  応募 す る。（報名參加贈獎企 劃。）,teacher_agent,0.83
V0389,報告,ほうこく,「報告」、「匯報」,noun,N4,報告について勉強しています。,ほうこくについてべんきょうしています。,我正在學習關於「報告」的內容。,N4|noun,今⽇の勤務内容を報告,teacher_agent,0.79
V0390,,します,要報告今天,other,N5,しますについて勉強しています。,しますについてべんきょうしています。,我正在學習關於要報告今天的內容。,N5|other,的執勤內容。,teacher_agent,0.88
V0391,送信,そうしん,「發送（電⼦訊息）」,noun,N4,送信について勉強しています。,そうしんについてべんきょうしています。,我正在學習關於「發送（電⼦訊息）」的內容。,N4|noun,使⽤範圍：專指 Email 、簡訊、通訊軟體 （如  Line 、 Messenger ）或傳真等 數位資訊的傳遞。,teacher_agent,0.79
V0392,実⽤的,じつようてき,実⽤的,na_adjective,N4,この辺りは実⽤的です。,このへんりはじつようてきです。,這一帶很実⽤的。,N4|na_adjective,,teacher_agent,0.79
V0393,指導,しどう,指導,noun,N4,指導について勉強しています。,しどうについてべんきょうしています。,我正在學習關於指導的內容。,N4|noun,,teacher_agent,0.79
V0394,命令,めいれい,命令,noun,N4,命令について勉強しています。,めいれいについてべんきょうしています。,我正在學習關於命令的內容。,N4|noun,,teacher_agent,0.79
V0395,指⽰,しじ,指⽰,noun,N4,指⽰について勉強しています。,しじについてべんきょうしています。,我正在學習關於指⽰的內容。,N4|noun,,teacher_agent,0.79
V0396,要求,ようきゅう,要求,noun,N4,要求について勉強しています。,ようきゅうについてべんきょうしています。,我正在學習關於要求的內容。,N4|noun,,teacher_agent,0.79
V0397,歓迎,かんげい,歓迎,noun,N4,歓迎について勉強しています。,かんげいについてべんきょうしています。,我正在學習關於歓迎的內容。,N4|noun,,teacher_agent,0.79
V0398,抵抗,ていこう,抵抗,noun,N4,抵抗について勉強しています。,ていこうについてべんきょうしています。,我正在學習關於抵抗的內容。,N4|noun,もんく ⽂句 けち,teacher_agent,0.79
V0399,喧嘩,けんか,「吵架」、「打架」、,noun,N4,喧嘩について勉強しています。,けんかについてべんきょうしています。,我正在學習關於「吵架」的內容。,N4|noun,「爭執」 公園で  ⼦供が  けんか,teacher_agent,0.79
V0400,,して,→  ⼩孩,other,N5,ケンカ 這個詞涵蓋了從「⼝⾓ ⼦正在公園裡吵架。,ケンカ 這個詞涵蓋了從「⼝⾓ ⼦正在公園裡吵架。,→  ⼩孩,N5|other,ケンカ 這個詞涵蓋了從「⼝⾓ ⼦正在公園裡吵架。 爭執」到「肢體衝突」 的所有範疇。,teacher_agent,0.92
V0401,沿う,そう,沿著 道に 沿う。 → 沿著路,noun,N4,⾛。,⾛。,沿著 道に 沿う。 → 沿著路,N4|noun,⾛。 動作順著某個物理邊緣 或既定路線移動。 語境：常體。在正式公 ⽂中也常⽤於「符合 （期待 / ⽅針）」。 う。 →  遵守規則 ⽤於規則、法律或他⼈ 的指⽰。 危險。 「隨著  A 發⽣， B 也跟 著發⽣」（例如隨著年齡 增⻑ …… ）。 依靠朋友。 強調尋求幫助或依賴某 ⼈。,teacher_agent,0.83
V0402,納品,のうひん,「交貨」、「交付成,noun,N4,納品について勉強しています。,のうひんについてべんきょうしています。,我正在學習關於「交貨」的內容。,N4|noun,品」,teacher_agent,0.79
V0403,競う,きそう,「競爭」、「爭先」、,noun,N4,「⽐賽」 ⼆つの  会社が  技術を 競って  います。,「⽐賽」 ⼆つの  会社が  技術を 競って  います。,「競爭」、「爭先」、,N4|noun,「⽐賽」 ⼆つの  会社が  技術を 競って  います。 →  兩 家公司正在競爭技術。 あらそう 争う 「爭奪」、「爭吵」、 「⾾爭」、「競爭（帶 有對抗性）」 ⼆つの  国が  ⼟地（と,teacher_agent,0.83
V0404,争って,ち）を,いま,noun,N4,す。,す。,いま,N4|noun,す。 →  兩個國家正在 爭奪⼟地。 ねらう 狙う 「瞄準」、「伺機」、 「企圖」、「追求（⽬ 標）」 的（まと）を  狙って ⽮（や）を  放（はな）,teacher_agent,0.83
V0405,,した,瞄準靶⼼後放出,other,N5,したについて勉強しています。,したについてべんきょうしています。,我正在學習關於瞄準靶⼼後放出的內容。,N5|other,了箭。,teacher_agent,0.88
V0406,,そっくり,「⼀模⼀樣」、「極其,other,N4,そっくりについて勉強しています。,そっくりについてべんきょうしています。,我正在學習關於「⼀模⼀樣」的內容。,N4|other,相似」 彼は  お⽗さん  に  そっ,teacher_agent,0.79
V0407,,くり,→  他跟他,other,N5,くりについて勉強しています。,くりについてべんきょうしています。,我正在學習關於→  他跟他的內容。,N5|other,的⽗親⻑得⼀模⼀樣 呢。,teacher_agent,0.88
V0408,分類,ぶんるい,分類,noun,N4,分類について勉強しています。,ぶんるいについてべんきょうしています。,我正在學習關於分類的內容。,N4|noun,,teacher_agent,0.79
V0409,湖,みずうみ,湖,noun,N4,湖について勉強しています。,みずうみについてべんきょうしています。,我正在學習關於湖的內容。,N4|noun,,teacher_agent,0.69
V0410,表す,あらわす,表⽰,noun,N4,しきゅう ⽀給 「發給」、「撥給」、 「⽀給」（通常指薪 資、津貼、備品 等）。,しきゅう ⽀給 「發給」、「撥給」、 「⽀給」（通常指薪 資、津貼、備品 等）。,表⽰,N4|noun,しきゅう ⽀給 「發給」、「撥給」、 「⽀給」（通常指薪 資、津貼、備品 等）。 交通費  は  全額（ぜん,teacher_agent,0.83
V0411,⽀給,がく）,されま,noun,N4,す。,す。,されま,N4|noun,す。 → 交通費會全額發 給 / 補貼,teacher_agent,0.83
