entry_id,grammar_point,semantic_concept,connection_rule,meaning_zh,example_japanese,example_reading,example_chinese,jlpt_level,tags,notes,usage_when,usage_avoid,common_mistakes,review_issues,review_status,enriched_by,confidence
G0137,のに,のに,のに,のに,のにを使います。,のにを使います。,のに,N3,N3|文法|助詞,,,"(如果發生火災,請不要搭電梯。)",事情發生了嗎?,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0138,〜ところです,接續:名詞  + ばかり / 動詞て形  + ばかり  いる,接續:名詞  + ばかり / 動詞て形  + ばかり  いる,接續:名詞  + ばかり / 動詞て形  + ばかり  いる,〜ところです の例文です。,〜ところです の例文です。,接續:名詞  + ばかり / 動詞て形  + ばかり  いる,N4,N4|文法|句型|助詞,滿滿的都是 ...... (光是 ...... 、淨是 ...... ),"動詞た  + ばかり  (Bakari):主觀心理上的剛好。例如你雖然買了一間房子三個月了,但你心裡覺得「我才剛買(房子可以用一輩子,三個月算短)」,這時就要用  「買ったばかり」。","肉(にく)ばかり  食べないで、野菜(やさい)も  食べなさい。Niku bakari tabenaide, yasai mo tabenai.(不要光是吃肉,也要吃蔬菜!",老師的語感加油站:「たばかり」 vs 「たところ」,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0139,~ ばかりです,"核心含義:表示某種事物數量很多,或某個動作重複發生,通常帶有「負面、抱怨、無奈」的語感。",接續:動詞  [ た形 ] (過去式) + ばかり 接續:數量詞  + ばかり,"核心含義:表示某種事物數量很多,或某個動作重複發生,通常帶有「負面、抱怨、無奈」的語感。",例句:,例句:,"核心含義:表示某種事物數量很多,或某個動作重複發生,通常帶有「負面、抱怨、無奈」的語感。",N3,N3|文法|句型|助詞,"肉(にく)ばかり  食べないで、野菜(やさい)も  食べなさい。Niku bakari tabenaide, yasai mo tabenai.(不要光是吃肉,也要吃蔬菜! 剛完成某事(才剛 ...... ) 核心含義:表示說話者主觀心理上覺得「某個動作才剛結束不久」。 大約、大槪(數量詞的概數) 核心含義:相當於「ほど」或「くらい」,表示大約的數量(較為生硬、書面語)。 一時間(いちじかん)  ばかり  待ちました。(等了大約一個小時。)","動詞た  + ばかり  (Bakari):主觀心理上的剛好。例如你雖然買了一間房子三個月了,但你心裡覺得「我才剛買(房子可以用一輩子,三個月算短)」,這時就要用  「買ったばかり」。","肉(にく)ばかり  食べないで、野菜(やさい)も  食べなさい。Niku bakari tabenaide, yasai mo tabenai.(不要光是吃肉,也要吃蔬菜!",老師的語感加油站:「たばかり」 vs 「たところ」,,passed,pdf_extract,0.95
G0140,VS ところです,VS ところです,VS ところです,VS ところです,VS ところですを使います。,VS ところですを使います。,VS ところです,N3,N3|文法|助詞,,"動詞た  + ばかり  (Bakari):主觀心理上的剛好。例如你雖然買了一間房子三個月了,但你心裡覺得「我才剛買(房子可以用一輩子,三個月算短)」,這時就要用  「買ったばかり」。","肉(にく)ばかり  食べないで、野菜(やさい)も  食べなさい。Niku bakari tabenaide, yasai mo tabenai.(不要光是吃肉,也要吃蔬菜!",老師的語感加油站:「たばかり」 vs 「たところ」,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0141,〜 N にする(よくつかいます,[ 數量詞 ] + ずつ [ 名詞 ] + を中心に  / を中心として 變化形:後方接名詞時用  〜を中心とした  [ 名詞 ]1. 空間上的中心,[ 數量詞 ] + ずつ [ 名詞 ] + を中心に  / を中心として 變化形:後方接名詞時用  〜を中心とした  [ 名詞 ]1. 空間上的中心,[ 數量詞 ] + ずつ [ 名詞 ] + を中心に  / を中心として 變化形:後方接名詞時用  〜を中心とした  [ 名詞 ]1. 空間上的中心,私はこの髪型にします,私はこの髪型にします,[ 數量詞 ] + ずつ [ 名詞 ] + を中心に  / を中心として 變化形:後方接名詞時用  〜を中心とした  [ 名詞 ]1. 空間上的中心,N4,N4|文法|句型|助詞,例:(注文の時)コーヒーにします、和食にします 核心意義:「每 ...... 、各 ...... 」。 1. 平均分配給每個人 (給孩子們每人各兩個巧克力。) 2. 按規律的時間或頻率進行 (每天各讀書一小時。) 3. 一點一滴地改變 (一點一滴地進步了呢。) 核心意義:「以 ...... 為中心」、「以 ...... 為重點」 形容圍繞著某個地點進行活動。 (以東京為中心進行了觀光。) 2. 內容或人物的重點 形容某個話題、群體或計畫的核心。 (以年輕人為中心受到歡迎∕在年輕人之間很有人氣。) 日 文 筆 記,,,核心意義:「以 ...... 為中心」、「以 ...... 為重點」 | 2. 內容或人物的重點,,passed,pdf_extract,0.9
G0142,1いただきます → もらいます,2くださる → くれる 3さしあげる(差し上げる) → あげる,2くださる → くれる 3さしあげる(差し上げる) → あげる,2くださる → くれる 3さしあげる(差し上げる) → あげる,私は先生にハンカチをいただきます,私は先生にハンカチをいただきます,2くださる → くれる 3さしあげる(差し上げる) → あげる,N3,N3|文法|助詞,日 文 筆 記,,,,grammar_point 疑似誤拆（例句/說明文字）,excluded,pdf_extract,0.9
G0143,4やります → あげます,4やります → あげます,4やります → あげます,4やります → あげます,4やります → あげますを使います。,4やります → あげますを使います。,4やります → あげます,N3,N3|文法,,,,,grammar_point 疑似誤拆（例句/說明文字）; 例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),excluded,teacher_agent,0.5
G0144,私は  A  に  V ていただきます。,意思:,👉 我接受  A 為我做某事(謙讓語) 📌 例句,意思:,私は  A  に  V ていただきます。を使います。,私は  A  に  V ていただきます。を使います。,意思:,N3,N3|文法|助詞,👉 我接受  A 為我做某事(謙讓語) 📌 例句,🧩 一、ていただきます(=てもらいます的謙讓語)✅ 結構 | 🧩 二、てくださいます(=てくれます的尊敬語)✅ 結構,,我接受  A 為我做某事(謙讓語) | 🎯 重點 | A (尊敬對象)為我做某事 | 🎯 重點,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0145,私は課⻑にパソコンの使い方を説明していただきます。,→ 我請課⻑幫我說明電腦用法。,→ 我請課⻑幫我說明電腦用法。,→ 我請課⻑幫我說明電腦用法。,私は課⻑にパソコンの使い方を説明していただきます。を使います。,私は課⻑にパソコンの使い方を説明していただきます。を使います。,→ 我請課⻑幫我說明電腦用法。,N3,N3|文法|助詞,,🧩 一、ていただきます(=てもらいます的謙讓語)✅ 結構 | 🧩 二、てくださいます(=てくれます的尊敬語)✅ 結構,,我接受  A 為我做某事(謙讓語) | 🎯 重點 | A (尊敬對象)為我做某事 | 🎯 重點,例句為模板佔位，非真實例句; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0146,私はお客さんに会社を案内していただきます。,→ 我請客戶幫我帶我參觀公司。,🎯 重點 ✔  用在「對方地位比我高」 ✔  強調「我受到恩惠」,→ 我請客戶幫我帶我參觀公司。,私はお客さんに会社を案内していただきます。を使います。,私はお客さんに会社を案内していただきます。を使います。,→ 我請客戶幫我帶我參觀公司。,N3,N3|文法|助詞,🎯 重點 ✔  用在「對方地位比我高」 ✔  強調「我受到恩惠」,🧩 一、ていただきます(=てもらいます的謙讓語)✅ 結構 | 🧩 二、てくださいます(=てくれます的尊敬語)✅ 結構,,我接受  A 為我做某事(謙讓語) | 🎯 重點 | A (尊敬對象)為我做某事 | 🎯 重點,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0147,A  は  私に  V てくださいます。,意思:,👉 A (尊敬對象)為我做某事 📌 例句 ❓ 問答練習 Q :会社に入ったとき、誰が仕事を教えてくれましたか? 🎯 重點 ✔  主語是「地位高的人」 日 文 筆 記,意思:,A  は  私に  V てくださいます。を使います。,A  は  私に  V てくださいます。を使います。,意思:,N3,N3|文法|助詞,👉 A (尊敬對象)為我做某事 📌 例句 ❓ 問答練習 Q :会社に入ったとき、誰が仕事を教えてくれましたか? 🎯 重點 ✔  主語是「地位高的人」 日 文 筆 記,🧩 一、ていただきます(=てもらいます的謙讓語)✅ 結構 | 🧩 二、てくださいます(=てくれます的尊敬語)✅ 結構,,我接受  A 為我做某事(謙讓語) | 🎯 重點 | A (尊敬對象)為我做某事 | 🎯 重點,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0148,A :課⻑が教えてくださいました。,A :課⻑が教えてくださいました。,A :課⻑が教えてくださいました。,A :課⻑が教えてくださいました。,A :課⻑が教えてくださいました。を使います。,A :課⻑が教えてくださいました。を使います。,A :課⻑が教えてくださいました。,N3,N3|文法|助詞,,🧩 一、ていただきます(=てもらいます的謙讓語)✅ 結構 | 🧩 二、てくださいます(=てくれます的尊敬語)✅ 結構,,我接受  A 為我做某事(謙讓語) | 🎯 重點 | A (尊敬對象)為我做某事 | 🎯 重點,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0149,✔  比  てくれます  更尊敬,✔  比  てくれます  更尊敬,✔  比  てくれます  更尊敬,✔  比  てくれます  更尊敬,✔  比  てくれます  更尊敬を使います。,✔  比  てくれます  更尊敬を使います。,✔  比  てくれます  更尊敬,N3,N3|文法,,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構 | 🧩 四、てやります(=てあげます)✅ 結構 | 朋友 ⭕ あげます | 弟弟 ⭕ やります | 動物 ⭕ やります,上司 ❌ やります,我為對方做某事(對方地位高) | 🎯 重點 | 我為晚輩、動物做某事,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0150,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構を使います。,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構を使います。,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構,N3,N3|文法,,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構 | 🧩 四、てやります(=てあげます)✅ 結構 | 朋友 ⭕ あげます | 弟弟 ⭕ やります | 動物 ⭕ やります,上司 ❌ やります,我為對方做某事(對方地位高) | 🎯 重點 | 我為晚輩、動物做某事,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0151,私は  A  に  V てさしあげます。,意思:,👉 我為對方做某事(對方地位高) 📌 例句 私は社⻑を駅まで送ってさしあげました。 私は社⻑を駅まで迎えに行ってさしあげました。 🎯 重點 ✔  對象是「上位者」,意思:,👉 我為對方做某事(對方地位高) 📌 例句 私は社⻑を駅まで送ってさしあげました。,👉 我為對方做某事(對方地位高) 📌 例句 私は社⻑を駅まで送ってさしあげました。,意思:,N3,N3|文法|助詞,👉 我為對方做某事(對方地位高) 📌 例句 私は社⻑を駅まで送ってさしあげました。 私は社⻑を駅まで迎えに行ってさしあげました。 🎯 重點 ✔  對象是「上位者」,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構 | 🧩 四、てやります(=てあげます)✅ 結構 | 朋友 ⭕ あげます | 弟弟 ⭕ やります | 動物 ⭕ やります,上司 ❌ やります,我為對方做某事(對方地位高) | 🎯 重點 | 我為晚輩、動物做某事,,corrected,grammar_teacher_agent,0.75
G0152,私は先生のかばんを持って差し上げます。,✔  表達尊敬+自己謙虛,✔  表達尊敬+自己謙虛,✔  表達尊敬+自己謙虛,私は先生のかばんを持って差し上げます。を使います。,私は先生のかばんを持って差し上げます。を使います。,✔  表達尊敬+自己謙虛,N3,N3|文法|助詞,,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構 | 🧩 四、てやります(=てあげます)✅ 結構 | 朋友 ⭕ あげます | 弟弟 ⭕ やります | 動物 ⭕ やります,上司 ❌ やります,我為對方做某事(對方地位高) | 🎯 重點 | 我為晚輩、動物做某事,例句為模板佔位，非真實例句; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0153,私は  弟∕犬  に  V てやります。,意思:,👉 我為晚輩、動物做某事 📌 例句 私は弟に日本語の文法を教えてやりました。 私は犬を散歩に連れて行ってやりました。 妹が病気のとき、料理を作ってやりました。 ⚠  注意,意思:,👉 我為晚輩、動物做某事 📌 例句 私は弟に日本語の文法を教えてやりました。,👉 我為晚輩、動物做某事 📌 例句 私は弟に日本語の文法を教えてやりました。,意思:,N3,N3|文法|助詞,👉 我為晚輩、動物做某事 📌 例句 私は弟に日本語の文法を教えてやりました。 私は犬を散歩に連れて行ってやりました。 妹が病気のとき、料理を作ってやりました。 ⚠  注意,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構 | 🧩 四、てやります(=てあげます)✅ 結構 | 朋友 ⭕ あげます | 弟弟 ⭕ やります | 動物 ⭕ やります,上司 ❌ やります,我為對方做某事(對方地位高) | 🎯 重點 | 我為晚輩、動物做某事,,corrected,grammar_teacher_agent,0.75
G0154,※  現代會更常用「てあげました」,對象 用法,對象 用法,對象 用法,※  現代會更常用「てあげました」を使います。,※  現代會更常用「てあげました」を使います。,對象 用法,N3,N3|文法,,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構 | 🧩 四、てやります(=てあげます)✅ 結構 | 朋友 ⭕ あげます | 弟弟 ⭕ やります | 動物 ⭕ やります,上司 ❌ やります,我為對方做某事(對方地位高) | 🎯 重點 | 我為晚輩、動物做某事,例句為模板佔位，非真實例句; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0155,動物 ⭕ やります,🧩 五、請求句型(最禮貌)〜ていただけませんか〜てくださいませんか,這兩個都是: 👉 「可以請您〜嗎?」 日 文 筆 記,🧩 五、請求句型(最禮貌)〜ていただけませんか〜てくださいませんか,動物 ⭕ やりますを使います。,動物 ⭕ やりますを使います。,🧩 五、請求句型(最禮貌)〜ていただけませんか〜てくださいませんか,N3,N3|文法,這兩個都是: 👉 「可以請您〜嗎?」 日 文 筆 記,🧩 三、てさしあげます(=てあげます的謙讓語)✅ 結構 | 🧩 四、てやります(=てあげます)✅ 結構 | 朋友 ⭕ あげます | 弟弟 ⭕ やります | 動物 ⭕ やります,上司 ❌ やります,我為對方做某事(對方地位高) | 🎯 重點 | 我為晚輩、動物做某事,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0156,てあげる — てさしあげる 我給對方,てあげる — てさしあげる 我給對方,てあげる — てさしあげる 我給對方,てあげる — てさしあげる 我給對方,てあげる — てさしあげる 我給對方を使います。,てあげる — てさしあげる 我給對方を使います。,てあげる — てさしあげる 我給對方,N3,N3|文法,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0157,→ てやります,兩個意思都可以翻成:,🧩 一、てくれる✅ 結構 → 朋友教我功課。 → 媽媽幫我做蛋糕。,兩個意思都可以翻成:,「某人為我做某事」 但  👉  重點在句子視角不同 A は  私に  V てくれる 👉 以「對方」為主語 👉 強調「對方幫我做」 📌 例句 友達は私に宿題を教えてくれました。,「某人為我做某事」 但  👉  重點在句子視角不同 A は  私に  V てくれる 👉 以「對方」為主語 👉 強調「對方幫我做」 📌 例句 友達は私に宿題を教えてくれました。,兩個意思都可以翻成:,N3,N3|文法,「某人為我做某事」 但  👉  重點在句子視角不同 A は  私に  V てくれる 👉 以「對方」為主語 👉 強調「對方幫我做」 📌 例句 友達は私に宿題を教えてくれました。 母はケーキを作ってくれました。 日 文 筆 記,兩個意思都可以翻成: | 🧩 一、てくれる✅ 結構,,但  👉  重點在句子視角不同 | 以「對方」為主語 | 強調「對方幫我做」,grammar_point 疑似誤拆（例句/說明文字）,excluded,grammar_teacher_agent,0.75
G0158,🎯 重點,→ 我請朋友教我功課。,私は母にケーキを作ってもらいました。 → 我請媽媽幫我做蛋糕。 🎯 重點 ✔  主語是「受惠的人」 ✔  重點放在「我得到幫助」 🧠 核心差別(超重要) 比較 てくれる てもらう 主語 做動作的人 接受幫助的人 視角 對方視角 自己視角 中文感覺 他幫我〜 我請他幫我〜 日 文 筆 記,→ 我請朋友教我功課。,私は母にケーキを作ってもらいました。,私は母にケーキを作ってもらいました。,→ 我請朋友教我功課。,N3,N3|文法,私は母にケーキを作ってもらいました。 → 我請媽媽幫我做蛋糕。 🎯 重點 ✔  主語是「受惠的人」 ✔  重點放在「我得到幫助」 🧠 核心差別(超重要) 比較 てくれる てもらう 主語 做動作的人 接受幫助的人 視角 對方視角 自己視角 中文感覺 他幫我〜 我請他幫我〜 日 文 筆 記,🧩 二、てもらう✅ 結構,,🎯 重點 | ✔  重點放在「對方的好意」 | 以「我」為主語 | 強調「我接受幫助」 | 🎯 重點,,corrected,grammar_teacher_agent,0.75
G0159,お待ちします、お手伝いします、お貸しします、お取りしましょうか、お開けましょうか,お待ちします、お手伝いします、お貸しします、お取りしましょうか、お開けましょうか,日 文 筆 記,お待ちします、お手伝いします、お貸しします、お取りしましょうか、お開けましょうか,会議の時間を伺います,会議の時間を伺います,,N3,N3|文法,日 文 筆 記,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.85
G0160,N3 補充文法,時間の範囲を表す表現です。 → 這是表示時間範圍的表達方式。接続:,時間の範囲を表す表現です。 → 這是表示時間範圍的表達方式。接続:,時間の範囲を表す表現です。 → 這是表示時間範圍的表達方式。接続:,N3 補充文法 の例文です。,N3 補充文法 の例文です。,時間の範囲を表す表現です。 → 這是表示時間範圍的表達方式。接続:,N3,N3|文法,,,,,例句為模板佔位，非真實例句; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0161,動詞の進行形(〜ている)辞書形、否定形、「名詞  +  の」,「 ~ あいだ」:表示動作或狀態持續的意思。,「 ~ あいだ」:表示動作或狀態持續的意思。,「 ~ あいだ」:表示動作或狀態持續的意思。,動詞の進行形(〜ている)辞書形、否定形、「名詞  +  の」を使います。,動詞の進行形(〜ている)辞書形、否定形、「名詞  +  の」を使います。,「 ~ あいだ」:表示動作或狀態持續的意思。,N4,N4|文法|助詞,,,,,例句為模板佔位，非真實例句; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0162,期間、動作や状態が継続していることを表します。,「 ~ あいだに」:表示在該期間內完成的動作。,"学生の間は → 在當學生的期間 先生の講演(こうえん)のあいだ、みんな熱心に話を聞いていた。 → 老師演講的期間,大家都在專心聽講",「 ~ あいだに」:表示在該期間內完成的動作。,期間、動作や状態が継続していることを表します。を使います。,期間、動作や状態が継続していることを表します。を使います。,「 ~ あいだに」:表示在該期間內完成的動作。,N4,N4|文法|助詞,,,,,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0163,その期間内に完了する動作を表します。,試験のあいだはしずかにしていてください。 → 考試期間請保持安靜。,以上、以下、以内、以外 日 文 筆 記,試験のあいだはしずかにしていてください。 → 考試期間請保持安靜。,その期間内に完了する動作を表します。を使います。,その期間内に完了する動作を表します。を使います。,試験のあいだはしずかにしていてください。 → 考試期間請保持安靜。,N3,N3|文法|助詞,以上、以下、以内、以外 日 文 筆 記,,,,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0164,昨日、寝ている間に地震がありました。 → 昨天睡覺時發生了地震,昨日、寝ている間に地震がありました。 → 昨天睡覺時發生了地震,昨日、寝ている間に地震がありました。 → 昨天睡覺時發生了地震,昨日、寝ている間に地震がありました。 → 昨天睡覺時發生了地震,昨日、寝ている間に地震がありました。 → 昨天睡覺時發生了地震を使います。,昨日、寝ている間に地震がありました。 → 昨天睡覺時發生了地震を使います。,昨日、寝ている間に地震がありました。 → 昨天睡覺時發生了地震,N4,N4|文法|助詞,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0165,いくら〜でも,いくら〜でも,いくら〜でも,いくら〜でも,いくら〜でもを使います。,いくら〜でもを使います。,いくら〜でも,N3,N3|文法|助詞,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0166,一方(で),意思:「另一方面」、「與此同時」。1. 語法結構解剖,結構: [ 句子  A] + 一方で、 [ 句子  B] 。 接續: 名詞:名詞  + である + 一方で。,意思:「另一方面」、「與此同時」。1. 語法結構解剖,這是一個用來連接兩個對比或並行事實的接續詞。,這是一個用來連接兩個對比或並行事實的接續詞。,意思:「另一方面」、「與此同時」。1. 語法結構解剖,N3,N3|文法|助詞,"這是一個用來連接兩個對比或並行事實的接續詞。 動詞 / 形容詞:用普通形。 💬 兩種核心用法與語境用法  A :對比兩個相反的事項(最常用) 日本の  アニメは  海外で  人気が  ある  一方で、国内では  若者の  離れが  進(すす)んでいる。(日本動漫在國外大受歡迎,但在國內卻面臨年輕人流失的問題。) 用法  B :同一個人 / 事物同時具備的兩面性 彼は  厳しい  先生である  一方で、家では  優しい  お父さんだ。(他一方面是位嚴厲的老師,另一方面在家裡則是位溫柔的爸爸。) 💡 老師的語感比一比:跟「〜ながら」有什麼不同? 一方で:強調兩個事實的對照。就像一枚硬幣的正反兩面,或者天平的兩端。 上(うえ)に 日 文 筆 記",,,老師的語感比一比:跟「〜ながら」有什麼不同?,,corrected,grammar_teacher_agent,0.75
G0167,そういう,そういう,そういう,そういう,そういうを使います。,そういうを使います。,そういう,N3,N3|文法,,,,老師的語感比一比:跟「〜ながら」有什麼不同?,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0168,おかげで,意思:「多虧了 ... 」、「因為 ... (好結果)」。,"結構: [ 名詞  + の ] / [ 動詞、形容詞常體 ] + おかげで。 2. おかげか  (Okage ka) 結構:跟上面一樣,只是把「で」換成疑問的「か」。 3. おかげさまで  (Okage-sama de)",意思:「多虧了 ... 」、「因為 ... (好結果)」。,語感:因果關係非常明確。,語感:因果關係非常明確。,意思:「多虧了 ... 」、「因為 ... (好結果)」。,N3,N3|文法|助詞,"語感:因果關係非常明確。百分之百確定是因為  A ,才有了  B 這個好結果。 意思:「或許是多虧了 ... 吧」。 語感:不確定。帶有一種「雖然我不確定是不是因為這個,但好像有幫助」的推測感。 意思:「託您的福」、「幸好」。 語感:極致的禮貌。這是一個固定短語,通常放在句首,用來回應別人的關心(如:身體好嗎?工作順利嗎?)。 重點:即便對方沒有直接幫你,也要用這句來表達「是因為大家的守護我才這麼順利」。也可以表達對於任何人事物的感激。 💬 句子展示與語境範例  A :因果明確(丁寧語) いい  参考書を  選んだ  おかげで、合格しました!(多虧選了好參考書,我考上了!) 範例  B :不確定的推測(常體) 毎日  努(つと)めている  おかげか、いつの間(ま)にか  日本語が  上手に  なった。(或許是因為每天努力吧,不知不覺間日文變好了。) 範例  C :社交禮儀(丁寧語) 「お元気ですか?」「はい、おかげさまで。」(「你好嗎?」「是的,託您的福(我很好)。」) 恐(おそ)れがある 日 文 筆 記","重點:即便對方沒有直接幫你,也要用這句來表達「是因為大家的守護我才這麼順利」。也可以表達對於任何人事物的感激。",,,,corrected,grammar_teacher_agent,0.75
G0169,〜おきに,〜おきに,〜おきに,〜おきに,〜おきに の例文です。,〜おきに の例文です。,〜おきに,N4,N4|文法|句型|助詞,,"重點:即便對方沒有直接幫你,也要用這句來表達「是因為大家的守護我才這麼順利」。也可以表達對於任何人事物的感激。",,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0170,〜かける,正在…；快要…,Vます + かける,正在…；快要…,書きかけの手紙。,書きかけの手紙。,寫到一半的信。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0171,〜かな(あ),〜かな(あ),〜かな(あ),〜かな(あ),〜かな(あ) の例文です。,〜かな(あ) の例文です。,〜かな(あ),N4,N4|文法|句型|索引補齊,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.58),flagged,teacher_agent,0.58
G0172,〜からに〜かけて,從…到…,A + から B + かけて,從…到…,春から秋にかけて。,春から秋にかけて。,從春到秋。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0173,〜からには,既然…就必須…,Vた / N + からには + 意志・義務,既然…就必須…,行くからには、最後まで頑張ります。,行くからには、最後まで頑張ります。,既然要去，就堅持到底。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0174,〜かわりに,代替；與其…不如…,常常、容易會、往往會 人の行動に使うことが多い,代替；與其…不如…,彼のかわりに私が行きます。,彼のかわりに私が行きます。,代替他去。,N4,N4|文法|句型|助詞,常常、容易會、往往會 人の行動に使うことが多い,"語感: 帶有一種「雖然不一定想這麼做,但現實情況下沒有其他路可以走」的消極、無奈感。 | 注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。 | 這個句型只能接在動詞的辭書形後面。 | 例:行く  + ほかはない  = 只能去了。,,,passed,pdf_extract,0.85
G0175,〜がち,接續方式,接續方式,接續方式,基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。,基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。,接續方式,N4,N4|文法|句型|助詞,"基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。 語感: 帶有一種「雖然不一定想這麼做,但現實情況下沒有其他路可以走」的消極、無奈感。","語感: 帶有一種「雖然不一定想這麼做,但現實情況下沒有其他路可以走」的消極、無奈感。 | 注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。 | 這個句型只能接在動詞的辭書形後面。 | 例:行く  + ほかはない  = 只能去了。,,,corrected,grammar_teacher_agent,0.75
G0176,〜はか(は)ない,這個句型只能接在動詞的辭書形後面。,這個句型只能接在動詞的辭書形後面。,這個句型只能接在動詞的辭書形後面。,行く  + ほかはない  = 只能去了。,行く  + ほかはない  = 只能去了。,這個句型只能接在動詞的辭書形後面。,N4,N4|文法|句型|助詞,,"語感: 帶有一種「雖然不一定想這麼做,但現實情況下沒有其他路可以走」的消極、無奈感。 | 注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。 | 這個句型只能接在動詞的辭書形後面。 | 例:行く  + ほかはない  = 只能去了。,,,passed,pdf_extract,0.88
G0177,動詞辭書形  + ほか(は)ない,"注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",日 文 筆 記,"注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",動詞辭書形  + ほか(は)ないを使います。,動詞辭書形  + ほか(は)ないを使います。,"注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",N3,N3|文法|助詞,日 文 筆 記,"語感: 帶有一種「雖然不一定想這麼做,但現實情況下沒有其他路可以走」的消極、無奈感。 | 注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。 | 這個句型只能接在動詞的辭書形後面。 | 例:行く  + ほかはない  = 只能去了。,,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
